proxy_session_id,/graduate/physical-therapy.html,/sciences-math/marine-science.html,/business/hospitality-tourism-program.html,/graduate/public-health.html,/arts-humanities/languages-culture.html,/graduate/doctor_nursing_practice.html,/arts-humanities/literature.html,/graduate/education.html,/graduate/environmental-science.html,/health-sciences/health-science.html,/graduate/mba-healthcare-administration.html,/health-sciences/exercise-science.html,/business/finance.html,/sciences-math/geology.html,/graduate/holocaust-genocide-studies.html,/graduate/instructional-technology.html,/graduate/nursing.html,/business/hemp-cannabis-business-management.html,/arts-humanities/historical-studies.html,/sciences-math/energy.html,/graduate/data-science_strategic-analytics.html,/graduate/counseling.html,/sciences-math/environmental-science.html,/graduate/coastal-zone-management.html,/business/esports-management.html,/business/entrepreneurship.html,/graduate/accounting.html,/graduate/business-administration.html,/graduate/american-studies.html,/social-behavioral-sciences/criminal-justice.html,/arts-humanities/digital-studies.html,/social-behavioral-sciences/economics.html,/education/education-programs.html,/arts-humanities/communication-studies.html,/business/computer-information-systems.html,/arts-humanities/academic-programs.html,/business/computer-science.html,/sciences-math/sustainability.html,/social-behavioral-sciences/social-work-bsw/index.html,/business/business-studies-program.html,/sciences-math/chemistry.html,/social-behavioral-sciences/sociology-anthropology.html,/health-sciences/public-health.html,/social-behavioral-sciences/psychology.html,/sciences-math/biology.html,/social-behavioral-sciences/political-science.html,/sciences-math/biochemistry.html,/arts-humanities/philosophy-religion.html,/business/business-analytics.html,just_url,unique_views
/arts-humanities/academic-programs.html_8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/academic-programs.html,1
/arts-humanities/academic-programs.html_9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/academic-programs.html,1
/arts-humanities/africana-studies.html_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/africana-studies.html,1
/arts-humanities/africana-studies.html_15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,/arts-humanities/africana-studies.html,1
/arts-humanities/africana-studies.html_21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/africana-studies.html,1
/arts-humanities/africana-studies.html_21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,/arts-humanities/africana-studies.html,3
/arts-humanities/africana-studies.html_5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,/arts-humanities/africana-studies.html,5
/arts-humanities/africana-studies.html_6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,/arts-humanities/africana-studies.html,3
/arts-humanities/alma-mater-refresh-1.html_11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/alma-mater-refresh-1.html,1
/arts-humanities/alma-mater-refresh.html_11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/alma-mater-refresh.html,1
/arts-humanities/alma-mater-refresh.html_13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/alma-mater-refresh.html,1
/arts-humanities/alma-mater-refresh.html_15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,/arts-humanities/alma-mater-refresh.html,2
/arts-humanities/alma-mater-refresh.html_9.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/alma-mater-refresh.html,2
/arts-humanities/arhu-centers.html_12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,/arts-humanities/arhu-centers.html,2
/arts-humanities/arhu-centers.html_14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/arhu-centers.html,1
/arts-humanities/arhu-highlights.html_14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/arhu-highlights.html,1
/arts-humanities/arhu-strategic-plan.html_15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/arhu-strategic-plan.html,1
/arts-humanities/arhu-strategic-plan.html_19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/arhu-strategic-plan.html,1
/arts-humanities/arts-culture-summit.html_14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/arts-culture-summit.html,1
/arts-humanities/arts-culture-summit.html_15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/arts-culture-summit.html,1
/arts-humanities/christy-spotlight-story.html_9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/christy-spotlight-story.html,1
/arts-humanities/communication-studies-dev.html_10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies-dev.html,2
/arts-humanities/communication-studies-dev.html_13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies-dev.html,2
/arts-humanities/communication-studies-dev.html_18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies-dev.html,1
/arts-humanities/communication-studies.html?tab=faculty_10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies.html?tab=faculty,1
/arts-humanities/communication-studies.html?tab=faculty_11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies.html?tab=faculty,1
/arts-humanities/communication-studies.html?tab=faculty_12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies.html?tab=faculty,1
/arts-humanities/communication-studies.html?tab=faculty_13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies.html?tab=faculty,1
/arts-humanities/communication-studies.html?tab=faculty_15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies.html?tab=faculty,1
/arts-humanities/communication-studies.html?tab=faculty_18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies.html?tab=faculty,1
/arts-humanities/communication-studies.html?tab=faculty_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies.html?tab=faculty,1
/arts-humanities/communication-studies.html?tab=faculty_3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies.html?tab=faculty,1
/arts-humanities/communication-studies.html?tab=faculty_4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies.html?tab=faculty,1
/arts-humanities/communication-studies.html?tab=faculty_7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies.html?tab=faculty,1
/arts-humanities/communication-studies.html_14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/communication-studies.html,1
/arts-humanities/contact.html_11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/contact.html,1
/arts-humanities/curriculum-committee.html_11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/curriculum-committee.html,1
/arts-humanities/dance/_14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/dance/,1
/arts-humanities/dance/_16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,/arts-humanities/dance/,2
/arts-humanities/dance/_19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/dance/,1
/arts-humanities/dance/_20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,/arts-humanities/dance/,3
/arts-humanities/dance/_21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/arts-humanities/dance/,1
/arts-humanities/dance/_8.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/dance/,1
/arts-humanities/dance/dance-auditions.html_6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/dance/dance-auditions.html,1
/arts-humanities/dance/index.html_10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/dance/index.html,1
/arts-humanities/dance/index.html_15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/dance/index.html,1
/arts-humanities/digi-speaker-series-fa25.html_22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/digi-speaker-series-fa25.html,1
/arts-humanities/digital-studies-dev.html_14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/digital-studies-dev.html,2
/arts-humanities/digital-studies-dev.html_15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/digital-studies-dev.html,1
/arts-humanities/digital-studies.html?fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQPMTI0MDI0NTc0Mjg3NDE0AAGnjs61Z7_tixE59_r6C0aEy3KqTui-mL1ZN0gpBpbbzrIZTRu2piDmq9vXVuQ_aem_m6wlWQlqhwSWrgryrCIDnQ_17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/digital-studies.html?fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQPMTI0MDI0NTc0Mjg3NDE0AAGnjs61Z7_tixE59_r6C0aEy3KqTui-mL1ZN0gpBpbbzrIZTRu2piDmq9vXVuQ_aem_m6wlWQlqhwSWrgryrCIDnQ,1
/arts-humanities/digital-studies.html?tab=fac_10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/digital-studies.html?tab=fac,2
/arts-humanities/digital-studies.html?tab=fac_19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/digital-studies.html?tab=fac,1
/arts-humanities/digital-studies.html?tab=fac_21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/digital-studies.html?tab=fac,1
/arts-humanities/digital-studies.html?tab=fac_22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/digital-studies.html?tab=fac,1
/arts-humanities/digital-studies.html_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/digital-studies.html,1
/arts-humanities/digital-studies.html_13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/digital-studies.html,1
/arts-humanities/digital-studies.html_3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/digital-studies.html,1
/arts-humanities/dual-degree-litt-maas.html_12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/dual-degree-litt-maas.html,1
/arts-humanities/dual-degree-litt-maas.html_12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/dual-degree-litt-maas.html,1
/arts-humanities/dual-degree-litt-maas.html_15.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/dual-degree-litt-maas.html,3
/arts-humanities/faculty-highlight-edward-siecienski.html_13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/arts-humanities/faculty-highlight-edward-siecienski.html,1
/arts-humanities/faculty-highlight-edward-siecienski.html_19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/arts-humanities/faculty-highlight-edward-siecienski.html,1
/arts-humanities/faculty-highlight-edward-siecienski.html_6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/arts-humanities/faculty-highlight-edward-siecienski.html,1
/arts-humanities/faculty-highlight-rodger-jackson.html_20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/arts-humanities/faculty-highlight-rodger-jackson.html,1
/arts-humanities/faculty-highlights.html_17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-highlights.html,1
/arts-humanities/faculty-highlights.html_6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-highlights.html,1
/arts-humanities/faculty-staff.html_0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,1
/arts-humanities/faculty-staff.html_10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,1
/arts-humanities/faculty-staff.html_11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,1
/arts-humanities/faculty-staff.html_11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,1
/arts-humanities/faculty-staff.html_12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,1
/arts-humanities/faculty-staff.html_13,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,2
/arts-humanities/faculty-staff.html_13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,3
/arts-humanities/faculty-staff.html_14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,1
/arts-humanities/faculty-staff.html_15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,1
/arts-humanities/faculty-staff.html_15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,/arts-humanities/faculty-staff.html,3
/arts-humanities/faculty-staff.html_16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,1
/arts-humanities/faculty-staff.html_18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,1
/arts-humanities/faculty-staff.html_22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,1
/arts-humanities/faculty-staff.html_23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,1
/arts-humanities/faculty-staff.html_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,1
/arts-humanities/faculty-staff.html_8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,1
/arts-humanities/faculty-staff.html_9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/faculty-staff.html,2
/arts-humanities/historical-studies.html?tab=faculty_11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/historical-studies.html?tab=faculty,1
/arts-humanities/historical-studies.html?tab=faculty_15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/historical-studies.html?tab=faculty,1
/arts-humanities/historical-studies.html?tab=faculty_22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/historical-studies.html?tab=faculty,1
/arts-humanities/historical-studies.html?tab=faculty_23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/historical-studies.html?tab=faculty,1
/arts-humanities/historical-studies.html?tab=faculty_5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/historical-studies.html?tab=faculty,1
/arts-humanities/historical-studies.html?tab=faculty_6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/historical-studies.html?tab=faculty,1
/arts-humanities/historical-studies.html?tab=faculty_7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/historical-studies.html?tab=faculty,1
/arts-humanities/historical-studies.html_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/arts-humanities/historical-studies.html,1
